review_text,sentiment
"Jelek bgt hijabnya. Tipis bgt nerawang, bahannya kasar. Susah parah dibentuk di dahi, lepek gk rapi gitu. Jahitan pinggirnya ada yg lepas2, finishing gk bgs samsek. Kecewa bgt, kualitasnya gk sesuai deskripsi. Nyesel beli, gk rekomen deh. Buang2 duit.",0
lampunya gak nyala,0
"Sapu ama pengki ni jelek parah. Pengki ga nempel lantai jd kotoran sisa. Sapu bulunya cepet bgt rontok. Kyk mainan, ringkih abis. Beli ini nyesel bgt, ga guna samsek buat bersih2. Gk sesuai deskripsi.",0
sekali pakai langsung patah . gagang tidak kuat,0
"Gak kuat bo! Sling baby-nya bikin pegel punggung. Anak gw jg gk betah, nangis mulu. Bahan panas, jahitan jg kurang rapi. Nyesel bgt beli disini.  Buang2 duit.",0
"Gitar akustiknya zonk abis! Senarnya karatan, finishingnya kasar bgt, soundnya jg gk jelas. Mana necknya bengkok lagi. Nyesel bgt beli disini, gk rekomen buat yg nyari kualitas! Kapok dah.",0
"Sunscreen ini parah bgt. Dipake lengket gk nyaman seharian. Whitecastnya tebel kyk topeng, bikin muka kusam. Udah gitu, perih di mata kalo kena keringetan. Nyesel beli produk ini mahal-mahal tp hasilnya zonk bgt. Gak rekomen sama sekali, rugi.",0
"Kirain wangi top, eh malah zonk. Baunya gk enak bgt, kyk murahan. Tahan cm sbentar. Nyesel beli ini gk rekomen.",0
pisang kecil isinya sedikit nyeesel,0
barangnya datang dalam keadaan tidak bagus,0
"barang hancur dan rusak, mungkin tertimpa",0
"terlalu tipis sekali untuk harga segitu . seperti sehelai kain jilbab segi empat , tdk sesuai ekspektasi",0
"Alamak! sabun bayi organik apaan nih, bikin kulit anakku malah jadi iritasi parah! Gk rekomen blas! Titik.",0
tetap blackscreen lcd nya atas pengalaman serta tambahan ilmunya diretur ga bisa posisi sudah terpasang diframe saya biarkan sampai lampu layar kami tekan tombol power masuk terlihat pasang di frame dgn sangat hati jd jelas rusak,0
"Kecewa bgt sama alat pembuat roti ini. Baru pake sebentar udah rusak, gk mau nyala. Adonan jadi gk keproses, roti gagal total. Kualitas bahan jg jelek bgt, ringkih. Nyesel parah udah beli. Buang2 duit aja ini mah. Gak rekomen blas. Produk ampas. Mending nabung beli merek lain.",0
tidak bisa untuk semua merek keyboard,0
"penipu ini penjual , nano apanya basah becek sudah mahal",0
"Mousenya zonk abis! Gk responsif, dipake nge-game malah ngelag. Bikin emosi jiwa, nyesel bgt beli ini. Mending beli yg lain deh, gk rekomen!",0
"Heelsnya gk nyaman bgt, bikin kaki sakit parah. Kualitas jelek parah, kyk bukan buat dipake. Gk sesuai gambar. Nyesel deh beli ini, buang duit. Gk rekomen.",0
"Prosesor apaan nih?! Baru dipake bentar udh overheat parah, bikin kesel bgt. Gk worth it sama sekali, nyesel beli dah. Mending cari yg lain aja deh, ini mah zonk total.",0
bru dipakai 4 kali alat sudah rusak . penjual tdak bsa menganti,0
"Helm half face ini gk bgs bgt. Bahan plastik murahan, bikin pusing dipake lama. Ukurannya jg gk pas, goyang2. Cat gampang ngelupas. Nyesel deh, gk rekomen buat yg cari nyaman & aman.",0
"Pulpen gelnya parah bgt. Tinta sering putus², nge-skip terus, kadang nge-blot. Hasil tulisan ancur. Nyesel bgt beli, padahal berharap bgs. Gk rekomen. Buang² duit.",0
"Produk susu UHT ini sumpah mengecewakan parah. Rasanya ancur gk jelas, baunya aneh. Nyesel bgt beli jauh-jauh, kualitasnya jelek gk rekomen sama skali.",0
"Spidol permanen? Permanen apaan, baru dipake sehari udah luntur! Nyesel bgt beli, boong smua iklannya. Gk recommended, bgsan beli merk lain aja deh. Tipu-tipu!.",0
"Payung lipat ini parah bgt! Baru dipake sebentar udah rusak, rangka ringkih ga kuat sama skali. Kualitasnya jelek bgt, bahan tipis. Gak worth it sama harganya. Kecewa! Jangan beli deh.",0
"Teh ijo zonk! Rasanya aneh bgt, bikin mual. Gk lagi2 deh beli disini, nyesel bgt. Kapok! Titik.",0
"Hasil kamera dslr ini mengecewakan bgt, foto banyak noise & sering blur. Fokus lemot parah, batere boros bgt. Gak rekomen sama skali, nyesel beli. Mending cari yg lain aja, buang duit klo beli ini.",0
bocor rembes bagian atas . kalo dimiringin bisa abis,0
"sepertinya kali ini berlaku prinsip harga sesuai kualitas . waktu cek awal udah feeling ga enak krn ada 1 bantal kaki yg lepas lanjut kemudian tiang penyangga bagian tengah penghubung tidak bisa dicantolin saya coba , masih biaa di pake sedikit harapan tapi lama mur untuk penopang hape pada saat proses pasang jadi totally yah anggap aja hitung amal deh pengalaman tokonya no comment sih komunikasi lebih",0
"pia nya sudah sampai kak , tp pas di buka pada hancur smua . padahal bubble wrap",0
"saat diterima tutup wajan ad yg bermasalah dan di wajannya goresan . bermasalahnya bukan krn proses pengiriman tapi emang dari sononya cacat kecewa dengan respon penjual yang bilang goresannya g masalah padahal saya kan beli baru , anti gores malah terima bergores kualitas lgs ajukan komplain sdh lagi tidak cuma tetep mengecewakan jadi lama harus repot ngurus pengembalian barangnya kalau mw jual diskon jangan kasih kualitasnya bagus atau sampaikan aja produknya makanya dikasih resiko online semoga awet",0
hp rusakk pedagang diam,0
"hati belanja disini dapet unit cacat suruh ajukan komplain nti mau dituker trnyta tokonya sndiri yg blg gabs , official store abal ini mah . ga jelas solusinya gmn",0
"jaringanya ngelek banget lambat mending pakai indihome de, nyesel juga beli orbit jaringan ya parah",0
"Procesornya parah, panas bgt kyk oven. Performa lemooot, sering nge-freeze padahal baru buka bbrp aplikasi. Nyesel bgt beli ini, buang2 duit gk rekomen dah.",0
baru pake sekali per nya lepas terus ampas,0
"Kabel lightning ini payah bgt! Baru seminggu pake udah error gk mau ngecas stabil, kadang kedetect kadang nggak. Panas juga kalo dipake lama. Nyesel beli, kirain bgs ternyata zonk parah. Gak rekomen sama sekali. Kualitasnya murahan bgt.",0
bocorr isinya,0
"penggunaan di hp samsung kualitas suara baik . mic standar menuju buruk harus keras baru bisa terdengar oleh lawan bicara pengguanan macbook ketika terhubung , namun selalu terputus tidak stabil koneksinya sehingga digunakan buat yang perlu connect ke laptop gitu mending cari tws lain deh soalnya enggak sekian",0
selangnya robek. tasnya juga robel di sudut,0
"Parah! Car seat ringkih bgt, busanya kempes kayak abis dipalu. Gk safety blas buat bayi, nyesel beli disini. Fix cari toko lain aja, zonk!",0
"Kaos polo ini parah bgt. Bahannya tipis nerawang, gk sesuai deskripsi. Ukurannya jg kecil bgt padahal udh pilih size L, kayak size M. Gk rekomen deh beli ini, buang2 duit aja. Kualitasnya jauh dr harga.",0
"barang pesan 2 yang datang 1 bayar harga yang terima kasih. tidak ush dibuktikan, cek saja pengeluaran nya baru pembeli jangan ditanya unboxing terlalu penting habis abisin quota",0
"Baru dipake sebentar aja udh bocor ini. Udah divakum susah payah eh besoknya udh kempes lagi. Gak sesuai deskripsi bgt. Nyesel parah beli. Buang2 duit doang. Kualitasnya jelek bgt, gk rekomen deh. Bikin ribet. Gak bgs sama skali.",0
"talinya gak ada satu , jadi bisa diikatkan dibagian belakang keliatan pas",0
"Kalungnya ringkih bgt, bru dipke seminggu udh putus. Emasnya jg gk kinclong, malah kliatan kyk imitasi murahan. Nyesel bgt beli disini. Gk rekomen!",0
"Susu almondnya zonk!  Gk enak bgt, kyk air cucian beras dikasih perasa almond. Kemasan penyok pula. Jgn beli deh, nyesel bgt sumpah.  Mending beli yg lain aja. Titik.",0
"Robot vacuumnya ngaco abis! Nabrak mulu, nyedotnya lemah bgt, batrenya boros pula. Gk rekomen deh, nyesel beli! Mending beli sapu manual aja, lbh bersih. Bikin emosi! Titik.",0
"Tablet zonk! Batre boros bgt, bru dipake bentar udh lobet. Layar burem, touch screen-nya gk responsif. Nyesel beli, mending nabung buat merk lain deh. Bener2 gk rekomen!",0
parah banget nih baju di cuci sekali langsung sablon nya ilangg rontok semua . jelek kualitas,0
"Sweety Silver zonk! Gk nyerap pipis, bayi jd iritasi. Bahannya kasar bgt, trus cpt bgt bocor. Nyesel beli, gk rekomen sm sekali! Titik.",0
"Panggangan BBQ ini asli zonk. Bahan tipis bgt kyk kaleng, panasnya jg gk merata bikin daging malah ancur. Nyesel deh beli produk kayak gini, gk kepake.",0
barang tidak ada .,0
"harus di powerglue , cuma nyantol doang gak ngehold .",0
"Saringan airnya zonk! Baru seminggu udah mampet, air jd butek + bau. Gk worth it bgt, nyesel beli disini. Bikin repot doang! Titik.",0
"seller sih ok, pengiriman cepat. barang import mungkin waktu cek produksi kurang teliti kepala sapu sering lepas karena tidak bisa terkait sempurna mau saya coba lem nanti",0
"Nasinya lengket bgt, cepet basi pula! Gk rekomen deh, nyesel beli rice cooker abal2 ini. Toped, tlng dong kualitasnya!",0
"kurang bagus , klop",0
"beli 2pc , 1 ok lagi suara masuk ada keluar ngak . tidak di cek brg nya sebelum kirim",0
"Kirain bakal seru tp zonk abis. Ceritanya ngeselin, gak nyambung dr awal sampe akhir. Gambarnya jg amburadul. Rugi deh kuota sama waktu baca ginian. Nyesel pol!",0
"barang 1 , chat no resp",0
"Payung lipatnya ringkih bgt, baru dipake sekali kena angin langsung protol! Gk rekomen deh, nyesel beli disini. Bgs jg enggak, zonk!",0
pesan barang tapi pas promo 1. tidak dikirim malah disuruh refund duit yang cuma hak promo gajelas nya nipu banget itu padahal official toko,0
"fast delivery , dari awal sudah request supaya less sugar namun ternyata tetap manis banget terlalu creamy tidak terasa",0
"Solar power bank? Bohong bgt! Di jemur seharian penuh, tetep aja gak nambah daya. Batre hp gw jd korban nih, drop parah. Gk rekomen, nyesel beli.",0
"Gitar? Ampas! Senar karatan, fretnya tinggi bgt, gk enak dimaenin. Nyesel beli disini, zonk total. Titik.",0
salah kirim barang tidak sesuai diskripsi,0
"Kecewa bgt sama kursi pijat ini. Baru pake seminggu udah ada bunyi2 aneh, kaya mau rusak. Fungsi pijatnya jg gk maksimal, kadang nyala kadang mati sendiri. Build qualitynya parah bgt, plastik semua. Gk worth it sm harganya yg mahal. Nyesel deh beli produk kaya gini. Gk rekomen sama sekali.",0
"udah order ternyata stok ga tersedia , harusnya klo ada jangan dulu di pasang etalasee",0
"Air fryer zonk! Masak lama bgt, gosong pula. Udah gitu, wadahnya susah dibersihin, lengket parah! Nyesel beli, gk rekomen sama sekali. Bikin emosi aja. Titik",0
relatif cepat tetapi ada baiknya untuk check qualitas barang sebelum kirim cz baru d pake kabel konslet,0
"tidak ada pengaman sama sekali , bubblewrap juga gaada",0
tidak sesuai gambar,0
"PB 10000mAh ini gk bgt dah. Ngecas hp lemot parah, trus cepet abis bgt, kaya bukan kapasitas segitu. Nyesel bgt beli, buang-buang duit doang. Gk sesuai ekspektasi samsek, kualitas ancur. Jgn sampe deh pd beli yg ini. Kecewa berat.",0
bahan biasa gak seperti yg dibayangin,0
"Waduh, buku nonfiksi ini parah bgt. Isinya gk jelas, infonya basi & gk up-to-date. Nyesel beli, buang² duit doank. Gk rekomen dah.",0
barang tidak sesuai pesanan . diminta gold malah d kirim warna putih dan merk lain,0
"Ealah, ringkih bgt! Baru dipake sekali langsung protol gagangnya. Gk rekomen buat mancing ikan gede. Payah!",0
beli warna ungu kenapa warnanya jelek ya pudar,0
"Sumpeh nyesel bgt beli kacamata ini. Kirain bakal bgs sesuai foto, eh taunya zonk. Bahannya plastik murahan, ringkih kayak mau patah. Dipake juga gk pas di muka, gk nyaman bgt. Jauh bgt dr ekspektasi. Buang2 duit aja. Gk rekomen samsek.",0
barang baru dipakai beberapa hari tidak bisa di clear bekas coretannya.,0
"buku kondisinya kurang baik , ada sobeknya dan juga audio rusak mesti download sendiri .",0
"tidak diinfo dent ny . memberikan kejelasan msalah battery cukup kecewa tpi mesin jalan dengan baik batt capacity beset kanan bawah , pesok bag monitor atas dan",0
"kaos crop ini parah bgt, bahannya panas kasar ukurannya kekecilan banget! beneran gk worth it, nyesel beli deh.",0
"Foundation-nya zonk abis! Gk cover dosa di muka, malah bikin bruntusan parah. Teksturnya jg berat bgt, berasa pake dempul. Nyesel beli, mana mahal lg. Ogah bgt rekomen ke siapa2.",0
"Tasnya parah sih, gk sesuai ekspektasi bgt. bahan nya tipis murahan. jaitan nya udh pd lepas gini. ukuran nya jg kecil bgt, muat apa coba? nyesel deh beli ini, bener2 gk rekomen bgt buat siapa pun yg nyari tas sling bgs. kecewa parah sih dgn harga segitu. top (not) deh.",0
"Teh hijaunya parah sih, rasa paitnya ga wajar bgt, bikin eneg. Aroma juga aneh banget, kaya kimia gitu. Udah gitu warnanya pucet bgt, kaya teh murahan. Gak rekomen buat yg cari teh kwalitas. Nyesel udh beli.",0
pelayanan tokonya sampah.,0
respons penjual baik . barang yg dikirim tidak sesuai spek ditawarkan agak kecewa,0
"Kopinya pahit bgt, ampasnya kasar. Gk recommended buat yg nyari kopi nikmat. Bikin sakit perut, gk lagi2 deh beli ini. Nyesel bgt!",0
paket sudah sanpai . tapi hancur,0
"Kartu grafis ini parah bgt asli! Performanya ancur, maen gam berat dikit lags parah. Udah gitu panasnya minta ampun, kipasnya brisik bgt sampe ganggu. Gak nyangka seburuk ini, sering crash gak jelas. Drivernya jg ribet. Nyesel parah beli ini, gak rekomen buat siapapun. Buang duit doank.",0
"Kecewa bgt sama tiketnya. Kereta telat parah, AC mati, bangku gk nyaman blas. Gerbongnya kotor. Gk sesuai sama harga. Pelayanannya jg jelek. Nyesel beli, gk rekomen deh pokoknya. Pengalaman buruk.",0
"Air mineral ini rasa aneh, gk seger bgt kyk aer keran. Nyesel beli. Kualitasnya kurng bgs, tdk rekomen sama sekali.",0
"Buku biografi? Bosenin abis! Penulisnya lebay, ceritanya ngarang. Gk rekomen bgt, buang2 duit doang. Titik.",0
build quality kurang ok,0
"Kyboardnya bkin emosi! Tombol mencet sendiri, suara gk jelas, notnya fals melulu. Nyesel bgt beli ini.",0
"beli 2 dan 1 nya tidak bisa digunakan, alias rusak.",0
"Gk kuat nahan panas PC! Mana ringkih bgt, plastik murahan. Jgn beli deh, nyesel puollll.. Titik.",0
"Koper ini jelek bgt! Baru sekali dipake, rodanya udh goyang mau copot. Tarikannya jg seret parah, bikin capek. Gk worth it sama skali, kualitas zonk abis. Nyesel deh beli.",0
"Dompet koinnya ringkih bgt! Jahitan amburadul, kancingnya copot pas dibuka pertama kali. Gk rekomen deh, nyesel beli disini. Udh gtu pengirimannya lama bgt!",0
lumayan bagus walaupun masih agak telat pngiriman,0
"Beneran kecewa bgt sama sapu dan pengki ini. Bulu sapunya udh rontok mulu dr awal dtg, gak guna buat nyapu bersih samsek. Pengki nya jg ada celah gede, debu malah lari lg. Bahan plastik nya tipis bgt kayak mau patah. Ga worth it sm harga, beneran nyesel deh beli ginian online.",0
"packagingnya payah . saya pesan 3 kaleng , yg satu pecah dan tidak mau diganti csnya minta bukti foto video sudah kirimkan tapi tetap terus akhirnya mereka menyudahi komplain secara sepihak",0
"Aduh ini webtoon parah sih. Ceritanya gk seru blas, muter2 ga jelas. Gambarnya jg gk bgs sama sekali. Nyesel bgt udh buang koin buat baca. Mending baca yg lain deh, ini mah zonk abis. Beneran ga rekomen.",0
"Tripod ringkih bgt! Baru dipake sekali langsung protol. Gk stabil, goyang2. Nyesel beli disini, seller gk amanah! Zzz. Titik.",0
"overpriced . analisanya kurang dalam kualitas hard cover bagus , masa begitu sampe penyok",0
buat naoroh hpnya agak kecil . padahal sudah pesen yang besar malah di kasih segini rada kecewa sama pelayanannya,0
"Kecewa berat sm alat roti ini. Hasilnya selalu bantet & gk mateng sempurna. Materialnya ringkih, kerasa bgt jeleknya. Penggunaan ribet. Nyesel parah beli, buang duit. Gk rekomen.",0
"ribet , pelayanan mengecewakan",0
"Parah bgt antingnya! Kualitasnya jelek bgt, baru dicoba langsung bengkok & bikin kuping gatel. Warnanya jg kusam gk sesuai foto. Buang duit bgt gk rekomen sama skali.",0
pesen 5kg timbanganya kurang bosqu,0
"Voucher zonk! Netflix lemot bgt, buffering mulu. Gk bs nntn film dgn tenang. Rugi bandar, dah gt CS nya slow respon. Nyesel bgt beli disini!.",0
"Tas kamera? Hmm, resletingnya macet parah, jahitan gk rapih, busanya tipis bgt, DSLR-ku lecet gara2 ini. Nyesel beli, gk rekomen blas! Penjual juga slow respon. Kapok!",0
"produknya belum diterima sampai saat ini . tapi sudah ada yang centang selesai sangat kecewa transaksi otomatis dari tokopedia untuk merevisi kebijakan mereka bila 2 hari barang masalahnya kalau tidak oleh pemesan , tetapi jatuh ke tangan orang lain maka",0
"Astaga kecewa bgt sama tasnya! Bahan tipis, jaitan udh pda lepas. Gk muat bnyk barang padahal tote bag. Gk sesuai gambar, warnanya juga beda. Zonk deh, nyesel bgt beli ini gk rekomen sama sekali.",0
"Router mesh ini ampas! Sinyal gk stabil, putus2 mulu. Udh gitu, settingnya ribet bgt, manualnya gk jelas. Bikin emosi aja nih. Gk rekomen buat yg cari sinyal kuat. Zonk!",0
bocor . tutup tidak tertutup dengan rapat,0
"Lampu led malamnya redup bgt, gak terang samsek. Boros baterai, gak worth it nih produk. Kecewa.",0
Parah bgt rasa & teksturnya ancur kayak bukan makanan. Beda jauh bgt sm yg digambar. Bau nya gak enak. Rugi bgt beli produk kalengan ini gk rekomen sama sekali. Kecewa berat.,0
"dikasi bonus gratisan hair mask serie expert , tapi uda expire barangnya pas dipake bikin kepala ketombean . kl ga niat ngasih mending usah sih rusak rambut orang",0
"Jasnya kyk karung! Jahitan gk rapih, bahannya panas bgt lagi. Ukuran jg gk sesuai deskripsi. Nyesel beli disini, gk rekomen bgt deh! Titik.",0
"Kotak perhiasannya ringkih bgt! Kayunya jelek, finishing asal2an. Gk rapih, engselnya karatan pula. Nyesel beli disini, gk rekomen bgt deh! Bikin emosi aja.",0
"sangat mengecewakan. sudah diretur untuk perbaikan, kembali masih ada cacatnya pula harga segini tidak berharga",0
"jujur kecewa , udah beli kesekian kali . baru diminum sehari bsknya sudah asem jadi g bisa mohon dipastikan tgl kadaluarsanya",0
"file cd kosong , tidak rekomendasi",0
"Laptop gaming ini parah bgt lemotnya buat game, gampang panas bikin gak nyaman pegang keyboard. Batre juga boros. Nyesel deh beli ni laptop, cuma bgs buat kerja ringan. Gak rekomen buat yg cari performa gaming, buang duit.",0
barang datang dng dus yg tidak layak kado jd malu dgn kondisi mengenaskan,0
gak bisa dipake bunyi kemeresek,0
"Aduh, ceritanya boring bgt gk jelas, alurnya muter2 bikin pusing. Gambar jg biasa aja. Nyesel deh baca. Gk rekomen.",0
"dengan tidak mengurangi rasa hormat terhadap penjual . tapi kelima ic ini palsu bisa berfungsi mengantikan yg asli sekali mohon maaf saya tahu bukan salah , pemalsuan semikonduktor sering terjadi belakangan berasal dari pabrikan",0
produknya palsu mudah-mudahan rusak,0
"Majalah fashion apaan nih?! Isinya foto editan semua, gak real! Bikin insecure, mending beli majalah masak deh, lbh guna. Gk rekomen bgt buat yg cari inspirasi gaya nyata. Buang2 duit aja.",0
"Bru beli udh gompal! Keramik ringkih bgt, gk tajam pula. Nyesel pol dah beli piso beginian. Jauh dr ekspektasi!.",0
kaki mainan robot hulk . mohon dicek kirim brh,0
"Pulpen gelnya macet mulu! Tinta kyk aer, boros bgt. Nulis dikit langsung abis. Gk rekomen deh, nyesel beli disini. Bener2 zonk! Bikin emosi aja ni pulpen. titik.",0
"pesan kurir instan , posisi rumah saya di bintaro jaksel kurirnya malah kearah bekasi . penjual bilang tukang gojeknya ambil jalan alternatif ? helo begitu ojek online sampe katanya nganterin orang tuanya ke urut tolong lah lain kali pastikan kalo barang langsung diantar oleh yg apalagj jangan lepas tangan untuk menjaga kualitas makanan terjaga ini sampai seal sudah tidak rapat",0
"Pulsanya kok ngurang trs ya? Pdhl pemakaian normal. Gk rekomen bgt deh, nyesel prnh pake! Bikin boncos!.",0
"Komiknya ngebosenin abis! Alur ceritanya muter2 gk jelas, gambarnya jg jelek bgt. Nyesel beli, mending duitnya buat beli mie ayam aja deh. Bener2 zonk ini manga!",0
barang cacat . beli 2 semua spekernya mati sebelah,0
"Zipper macet, bahan tipis bgt, busa pelindungnya gk nampol sama skali. Kamera sama lensa malah goyang2 di dalem. Talinya jg gk nyaman di pundak, sakit bawa. Nyesel bgt beli tas ini, gk sesuai deskripsi bilang kuat. Jgn beli deh, rugi parah.",0
"Payah bgt ni hair dryer. Anginnya pelan bgt kaya kipas angin biasa. Ngeringin rambut jd lamaaa bgt, sampe pegel tangan. Panasnya jg gak maksimal, gak bikin rambut cepet kering. Gak worth it deh beli ini, nyesel parah. Mending pake handuk aja lbh cepet. Rekomen? big NO.",0
ini seller ngeyel bgt . uda 3x belanjanya thermal dgn beratnya gr per roll kali dpt 1 berat diminta retur byk x alasan jelas penurunan kualitas atao isi silahkan kalian yg srg belanja cek aja jualan kgk usa bgitunya,0
koj batre nya boros banget yak . ama sinyal gak muncul,0
waduh baru sekali kena air langsung masuk deh nya katanya kuat dan saya cuma pake sambil wudhu apalagi kalo renang hadeuh,0
"Router wifi ini ampas bgt. Koneksi lemot parah, sinyal jelek & gk stabil, putus2 mulu. Nyesel udh beli.",0
ternyata kainnya kasar bgt .,0
wangi amis tdk seperti merk lain,0
sprinkles bintang bulannya banyak yg retak .,0
"Jogger Erigo? Ampun deh! Jahitannya gk rapi, bahan panas bgt kek lap pel. Warna jg luntur pas dicuci. Nyesel beli, gk rekomen! Titik.",0
"Printer laser ini jelek banget. Hasil prin buram, sering paper jam bikin males pake. Drivernya ribet diinstal, koneksi putus2. Nyesel bgt beli, gk sesuai deskripsi. Bener2 produk gagal, buang2 duit & waktu doang. Gk rekomen sama skali, cari merk lain yg lbh bgs.",0
"Casingnya jelek bgt, sumpah gk sesuai gambar. Bahan tipis parah, ringkih. Susah bgt rakit komponen, space sempit. Airflow nya zonk, pc jd panas bgt gk bs kerja optimal. Nyesel abis beli ini, gk rekomen sama skali. Kecewa bgt pokoknya.",0
"Sunscreen ini gk bgs bgt deh. Bikin muka jd kilang minyak, lengket parah, lgsg jerawatan abis pake. Nyesel bgt beli ini. Buat yg oily skin mending jangan deh, gk rekomen samsek. Baunya jg agak nyengat.",0
stock kosong . tidak bisa beri ulasan,0
"Charger fast charging ini beneran mengecewakan bgt! Katanya ngebut, tapi asli deh ngecasnya lemoooot parah, sama aja kaya charger biasa. Belum lagi kalo dipake, bodynya cepet panas banget, takut hp ikut rusak. Baru pake beberapa hari udah mulai rewel, kadang nyambung kadang putus. Gk sesuai deskripsi samsek. Rugi bgt beli ini, jauh dari ekspektasi. Kecewa berat! Gk rekomen deh.",0
"SSD eksternal? Bikin emosi! Transfer lemot bgt, file corrupt mulu. Gk rekomen blas! Beli nyesel, mending nabung dlu bwt yg lbh bgs. Harganya lumayan, tp kualitas ampas. Data penting ilang semua gr2 ni brg. Fix, kapok!",0
"Barang sdh dtrima, tp kualitasnya parah bgt. Dipake br bbrp kali lgsg rusak, gk mau nyala lg mesinnya. Gk rekomen deh produk pembuat roti kyk gini. Mana mahal lg, rugi duit aja beli. Kecewa bgt sma barangnya. Gk worth it.",0
"Kursi plastik yg dateng parah bgt. Tipis, goyang parah kl didudukin. Gk kokoh samsek, kyk mau patah. Harga gk sesuai kualitas jelek gini. Buat duduk aja ngeri. Nyesel bgt deh.",0
"Bahan sweaternya panas bgt, bikin gerah dipake. Jahitannya jg asal2an bgt, udh ada yg lepas benangnya. Nyesel parah beli ini, gk rekomen. Buang2 duit.",0
"Pensil mekanik ini parah sih. Dipakek bentar aja udah macet terus, isi pensilnya gk mau kluar. Padahal baru beli. Bahannya kerasa rapuh bgt, kayak gk bakal awet sama skali. Nyesel banget udh beli, bener2 gk rekomen deh. Buang2 duit doang gk kepake. Gk bgs.",0
"pesan yg eyeliner putih dateng malah item , hm tolong lebih teliti",0
"Webcam zonk! Gambar burem abis, full HD apaan?! Mic-nya jg kresek2, suara gk jelas. Nyesel beli, mending nabung dikit buat yg lbh bgs. Gk rekomen bgt!",0
"Sapu otomatisnya zonk! Gk nyedot smph dgn bnr, batrenya boros bgt, trs macet mlulu. Nyesel beli disini. Titik.",0
"Pijetnya kenceng sih, tp geterannya bikin pusing bgt. Baterenya boros amat ya ampun, bru dipake bentar udh lowbat. Gk rekomen deh, nyesel beli.",0
"Catokan ini jelek bgt, panasnya lama dan gk merata samsek. Bikin rambut malah keriting lg bkn lurus. Kualitasnya parah, gk sepadan sm harganya. Nyesel bgt beli ini, rekomen bgt jgn beli catokan merk ini. Buang2 duit aja.",0
"Top up playstore busuk! Gk guna bgt, diamond gk masuk2, duit kepotong. Penipuan! Bikin emosi jiwa, kampret! Bener2 nyesel beli disini. Titik.",0
"Helmnya ringkih bgt! Gk rekomen buat touring, busanya jg tipis bgt. Kecewa parah, nyesel beli disini. Titik.",0
"terima kasih gan , barang udah nyampe dan kondisinya bagus . tapi lama sekali nunggunya",0
"Gbr karakternya pudar, bahan jg tipis bgt. Baru dipake bentar lgsg rusak. Buang2 uang aja ini. Parah.",0
"Jaketnya beneran mengecewakan bgt. Bahannya tipis parah, kerasa kaya kain murahan, jauh dr ekspektasi jaket cowok. Jahitannya jg gk rapi, banyak benang keluar di mana2. Dipake gerah bgt gk nyaman. Modelnya jg beda sm foto yg di pajang. Nyesel beli ini, gk sesuai harga.",0
bingung install softwarenya gak komplit atau memang support di windows 8,0
"Scanner-nya lemot bgt! Hasil scan burem, gk jelas. Drivernya susah diinstal, bikin pusing. Nyesel beli, gk rekomen sama sekali!.",0
pengait senter patahh sangt kecewaa,0
"paket dikirim kurang , hati aja yg beli disini memang murah tapi seller tidak respon banget mau di komplain mending ke lain",0
"tidak recommend banget pelayanan ngk bagus dan sesuai di foto , saya beli 2 tetapi lampu mati satu lengkap",0
cuma bertahan 3hari charger nya,0
"Kecewa bgt sm SSD ini, performa lemot gk sesuai spek. Baru seminggu pake udh eror parah, data malah ilang. Gak rekomen sama sekali deh. Jgn beli produk zonk ini.",0
bahan tipis sekali dan cepat habis,0
"Duh parah bgt nih majalah lifestyle. Isinya gk ada yg menarik samsek. Artikelnya itu2 doang, info udah ketinggalan jaman semua. Kertas tipis, cetakan buram, mana iklannya banyak bgt. Rugi bandar beli dgn harga segini. Beneran gk rekomen deh. Nyesel parah udah buang2 duit buat majalah gini. Mending buat beli kopi.",0
"Monopoli ini zonk abis! Beli properti mahal, eh, giliran bangkrut aturan gk jelas. Kartunya jg lebay, bikin emosi naik trus. Gk rekomen bgt deh.",0
"Ban-nya licin bgt di jalan basah! Gk rekomen buat musim ujan gini. Mana cepet bgt aus lagi. Nyesel belinya, cari ban lain aja deh yg lbh bgs. Titik.",0
"Laptop gaming apaan nih?! Overpriced bgt, spek gk sesuai harga. Keyboard jg ringkih, baru dipake bentar udh mencet sendiri. Nyesel beli!",0
"Gendongan bayinya gk nyaman samsek, bikin pegel bgt. Bahannya tipis murahan, kyk gampang putus, gk aman buat bayi. Susah dipake, ribet. Bayi nangis terus pake ini deh. Nyesel parah beli ginian. Gak rekomen.",0
"anjing ternyata palsu ini barang bangsat awas ketipu oi , yang asli ada segel distributor nya",0
"Penghitam ban ini ampas bgt. Kena air dikit lgsg luntur semua. Gak guna sama skali, nyesel beli. Buang duit.",0
barang sampah . kecewa belanja disini modbo rusak kok dikirim,0
"untuk pengiriman antar pulau penjual hanya packing dg 1 lapis kresek . alhasil dusnya babakbelur penyok sobek sana sini , padahal ini mau utk kado barang kecil saja di olshop lain dipakein bubble wrap kotak double mana lama bgt baru dikirim order sabtu senin shame on you ?",0
hati guys gua beli tiga terus satu bener gabisa dipake . sengaja ngasih bintang lagian chat abangnya ga respon,0
"Mikrofonnya gak fungsi bgs, suara kecil bgt klo dipake telpon. Suara musiknya jg jelek, flat gk ngebass sama skali. Kabelnya kaku ngga lentur. Nyesel bgt beli ini, gk worth it sama harganya. Produk mengecewakan.",0
