clean_text,sentiment
saya minat membeli disini karena ada konfirm game ultraman evolution dengan jawaban dong setelah barang sampai ternyata tidak sungguh mengecewakan terima kasih hati kalo konfirmasi kelengkapan semua pembeli fokus ke pas nya perhatikan permintaan,0
pada pecah lilin pekejing enggak aman,0
lampu indikator tidak bekerja,0
kursi plastiknya payah banget dipakai sebentar langsung patah kakinya plastiknya tipis kayak kerupuk enggak kokoh samsek menyesal beli enggak rekomen buat yang mencari kursi kuat buang buang duit saja parah,0
pulsa enggak masuk menunggu lama banget transaksi ribet parah enggak rekomen samasekali menyesal banget beli disini sudah begitu,0
teropong bintangnya zonk enggak sesuai deskripsi blurnya parah banget menyesal beli disini mana pengirimannya lama pula enggak rekomen boikot saja tokonya,0
reel pancing yang datang macet total enggak bisa muter lancar samsek beda banget sama yang diiklanin bahannya juga kaya murahan gampang baret dipke sekali sudah bunyi aneh payah banget menyesal sudah beli buang duit saja enggak rekomen,0
duh airnya enggak bagus sama sekali rasanya kayak air sumur enggak jernih ada bau aneh benaran menyesal deh beli enggak worth itu sama harganya enggak rekomen,0
barang ada yang cacat beli satunya lagi,0
sebenarnya kripik ini enak parah tapi sayang penjual mengirim produk yang akan exp hari mana saya beli aroma sudah tengik harga normal dikasi kualitas obral harusnya enggak cuma kejar untung dan balik modal kalo seperti maunya rutin ke teman jadi kecewa lagi ditoko,0
scanner zonk hasilnya buram banget enggak sesuai deskripsi sudah begitu sering macet pula menyesal banget beli ini mana harganya lumayan lagi kapok deh,0
gampang putus kurang mantap dipakai nya,0
thermometernya mengaco banget suhu badan anakku beda tiap detik diukur enggak akurat blas bikin panik mana batrenya boros banget lagi benar menyesal beli ini buang duit doang titik,0
parah sih tenda ini enggak sesuai ekspektasi banget pertama kali pakai langsung bocor parah pas ujan gerimis doang basah semua dalemnya mana pasang nya juga ribet banget bahan nya juga kelihatan rapuh menyesal banget sudah beli enggak rekomen samsek deh buat yang mau camping kecewa berat,0
kecewa banget sama minyak telon ini sudah baunya enggak enak samsek dipakein ke anak malah bikin kulitnya merah gatel enggak ngefek juga buat angetin badan atau kembung menyesal banget beli enggak rekomen deh pokoknya buang duit saja ini produk parah enggak sesuai deskripsi yang bagus,0
kecewa banget sama helm ini enggak pas dikepala goyang bikin pusing kualitas bahan parah tipis banget enggak berasa aman nyeselin banget sudah beli,0
wah lampu tidur led nya parah banget cahayanya redup banget kayak mati buang buang duit doang beli ini enggak rekomen sama sekali deh menyesal,0
buku biografi ini zzz membosankan habis enggak ada greget alurnya lempeng banget kayak jalan tol penulisnya krg riset info cetek menyesal beli mending buat beli seblak deh ampasss,0
parah banget pashminanya bahan tipis menerawang kasar pula enggak nyaman dipakai enggak sesuai foto banget warnanya beda jauh jahitan enggak rapi ada benang keluar menyesal banget beli ini buang duit kualitas hancur enggak rekomen samsek,0
box bayi ini parah banget ukurannya kekecilan bayi jadi sumpek didalem materialnya ringkih banget kayak mau patah pengiriman juga lama menyesal banget beli,0
jam digitalnya zonk baru seminggu batre sudah ngedrop parah fitur enggak sesuai deskripsi tombolnya juga keras banget pencetan enggak responsif menyesal beli disini seller slow respon pula benar enggak rekomen titik,0
sepeda ringkih baru dipakai sekali ke gunung sudah jebol enggak rekomen banget menyesal beli pelayanan juga lama aduh kapok titik,0
kurang kuat lem nya lemah,0
ini lemari paling zonk deh bahan tipis banget enggak kokoh sama sekali pas dirakit juga susah petunjuknya enggak jelas plus baut ada yang kurang enggak sesuai ekspektasi kecil banget kapasitasnya benaran menyesal beli buang buang duit parah enggak rekomen produk ini,0
sudah dicoba tapi enggak ngefek sama sekali pijatannya lemah banget malah bikin pegel enggak sesuai iklannya deh menyesal sudah beli buang waktu duit,0
pengiriman sangat lama untuk daerah jakarta,0
tempat pensil karakternya parah banget mengira bahan bagus ternyata jelek banget karakter langsung nglupas baru dipakai sehari resletingnya ringikih menyesal deh beli ini enggak sesuai deskripsi sama sekali buat harga segini kualitasnya payah enggak rekomen sama sekali rugi banget beli ini,0
murah barangnya di pakai langsung robek plus penjualnya agak lama dikirimnya ke pihak,0
sama sekali tidak bisa dipakai pas dicolokin ke laptop nyala habis memasukkan celana dalam tidak terbaca mau dikeluarin cdnya saya masih didalem external ini aduh jadi bertambah urusan,0
kacamatanya ringkih banget baru dipakai sekali sudah mleyot framenya enggak kuat menyesal beli disini enggak rekomen banget deh bikin emosi saja titik,0
kemeja apaan ini bahan kasar jahitan enggak rapi warnanya juga luntur pas dicuci benar menyesal beli disini enggak rekomen banget deh titik,0
dikirimnya hancur remuk,0
respons penjual lemot seperti ogah ogahan melayani bahan kaos mudah melar apalagi pakai mesin cuci,0
enggak bisa di pakai,0
tasnya ringkih banget jahitannya enggak rapi resleting macet menyesal banget beli disini enggak rekomen bikin emosi doang,0
setrika maspion zonk gosong mulu baju gue padahal sudah setting min kabelnya juga pendek banget ribet enggak rekomen deh menyesal beli titik,0
pianika awalnya tuts nada enggak bunyi lalu suaranya kecil dan hilang di chat no respon padahal lagi online,0
flashdisk otg ini benaran ampas enggak kebaca sama sekali di hp pc dicoba beberapa kali tetap saja error menyesal banget beli buang duit doang jangan harap deh ini bagus,0
buset deh alarmnya kayak orang ngamuk bikin kaget stgh mati tiap pagi enggak manusiawi banget suaranya jarumnya juga suka macet enggak rekomen blas bikin emosi jiwa tiap hari titik,0
kursinya ringkih banget plastik murahan baru didudukin sekali langsung protol enggak rekomen sama sekali menyesal beli disini benar zonk toped,0
menyesal beli panasnya enggak rata rambut malah jadi kering kerontang enggak rekomen banget deh mana kabelnya pendek banget lagi bikin emosi jiwa enggak bagus zonk total,0
sudah jelas pilih varian hitam yang dikirim putih ya kalo toh habis kan bisa di komunikasikan kpda buyer buat apa ada fitur chat jangan asal kirim saja mau komplen juga malas ribet,0
cuma sekali pakai deh rusak,0
bahan panas tipis gatal kalau dipakai lebih dari jam,0
udang red bee yang dipesan tidak dikomplain malah diteruskan tokped dana nya ke penjual,0
disuruh tambah bubble wrap malah nya di paking sendiri gangerti,0
saran buat bisa pengiriman nya jangan lewat antaraja kalau disarankan pegiriman yang lain saja,0
heel nya ringkih banget baru dipakai sekali sudah mau copot lem nya juga enggak kuat jaitan asalan menyesal banget beli disini mana pengirimannya lama pula enggak rekomen deh mending cari toko lain saja kapok,0
kalkulator nya mati satu tolong kak sebelum di kirim barang tes dahulu,0
soundbar tv zonk bass nya enggak nendang blas suara cempreng habis sudah begitu settingnya ribet banget manual book enggak jelas menyesal beli mending duitnya buat beli speaker bluetooth saja enggak rekomen sumpah,0
sedikit kecewa karena pengemasan kardus berbyr ternyata benar hanya tidak ada tambahan pelindung apapun shg pesanan saya penyok juga bagaimana kalau pki terbks sama sekali rusak total,0
pelnya tipis banget enggak nyerap air sama sekali kotoran malah nyebar sudah dicuci juga tetap saja licin benar menyesal beli zonk habis jangan tertipu deh,0
benar menyesal beli bedak ini mengira hypoallergenic benaran taunya kulit anakku malah jadi merah gatel parah kering kerontang enggak lagi deh pakai produk beginian bikin trauma mana baunya nyengat banget enggak cocok buat bayi titik,0
jam tangan ini parah banget kualitasnya hancur baru pakai sebentar sudah rusak talinya copot mesinnya juga enggak fungsi enggak sesuai gambar samsek kelihatan murahan menyesal banget beli rugi enggak rekomen deh,0
tenda orang haha zonk masak air dikit langsung robek jahitannya enggak kuat blas kayak benang kasur gede doang pas dipakai sempit banget mana pas hujan bocor pula beli menyesal banget enggak rekomen,0
parah banget hair tonic ini sudah pakai sebulan lebih enggak ada ngaruh sama sekali buat rambut rontok malah kayaknya makin parah dikit wanginya juga kurang enak beli mahal tapi zonk banget deh menyesal rekomen buang buang duit doang jangan beli,0
whiteboard melengkung alumunium bengkok skrup hilang mutu rendah sekali jauh dari gambar deskripsi,0
barang nya tidak sesuai dengan anti fog embun besar kaca jendela mobill yang ada hanya mobil saja,0
stylusnya zonk enggak responsif bikin kesel menyesal beli mending nabung dikit buat yang lebih bagus batre juga boros banget enggak rekomen deh pokoknya titik,0
hijabnya menerawang banget warna enggak sesuai foto jaitan brantakan bahan kasar bikin gatel enggak lagi deh beli disini menyesal banget pokoknya titik,0
jangan tergiur dengan promo saya beli cepat habis dan ngecas powerbank nya lama,0
baru satu hari pemakaian kabel chargernya sudah enggak bisa dipakai,0
baru hari pakai sudah enggak nyala,0
antingnya gede banget berat pula enggak nyaman dipakai bikin sakit telinga mengira bkl bagus taunya zonk menyesal beli disini jijik,0
azarine spf zonk lengket banget muka jadi kilang minyak terus whitecast parah enggak lagi deh pakai ini menyesal banget beli bikin breakout pula titik,0
lebih kecil tidak muat di mesin cuci elextrolux overall bhanya bagus anti air,0
kualitas payung lipat ini jelek banget dipakai sekali hujan gerimis langsung patah rangkanya mekanisme lipatnya seret bahannya tipis enggak kuat enggak bisa menutupi badan kalo hujan benaran soalnya kecil menyesal beli enggak guna sama sekali buang duit saja kecewa parah deh,0
hoodie screamous zonk baru dicuci sekali sudah luntur parah sablonnya pecah pula jahitannya enggak rapi benangnya kemana mana benar menyesal beli disini enggak rekomen banget lain kali mikir deh beli merek ini titik,0
wajan zonk baru dipakai sekali sudah lengket parah masak telor hancur lebur menyesal banget beli disini enggak rekomen sama sekali bikin emosi saja,0
teropong bintangnya zonk enggak sesuai deskripsi zoom nya parah banget buram mana ringkih baru dipakai sekali sudah oblak menyesal beli disini enggak rekomen sama sekali bikin emosi saja titik,0
sudah top up uc enggak masuk admin slow respon banget parah jangan beli disini deh menyesal banget asli bikin emosi jiwa kapok titik,0
karet filternya kurang,0
tidak dapat hadiah,0
snack ini enggak renyah sama sekali sudah melempemm parah rasanya juga aneh banget enggak enak nyeselll banget beli enggak worth itu,0
rice cooker ringsek pas sampai enggak bisa masak nasi malah gosong menyesal banget beli disini mana pengiriman lama pula bikin emosi jiwa kapok deh belanja disini,0
tasnya bagus ringan dan elegan tapi sayang datang pas dibuka jahitan sebelah kanan sudah pada copot jadi saya bawa ke permak tas,0
maaf gan kok enggak sesuai sama yang dideskripsi ya bagaimana nih,0
kecewa pesanan sama barang yang dikirim tidak sesuai,0
shampo apaan nih ketombe makin parah gatelnya enggak ketulungan rambut malah kering kayak ijuk benar menyesal beli mana mahal lagi enggak rekomen banget deh pokoknya bikin emosi jiwa titik,0
sendalnya ringkih banget baru dipakai sekali jalan sudah jebol lem nya enggak kuat solnya tipis banget menyesal beli disini enggak rekomen benar zonk,0
barang tidak sesuai dengan warna saya memesan hitam di kasih brown pengiriman lama tetapi bagus,0
hoodie zippernya tipis banget jahitan enggak rapi resleting macet warnanya juga beda jauh dari foto menyesal beli disini enggak rekomen,0
kettlenya ringkih banget baru dipakai seminggu sudah karatan bagian dalam enggak rekomen deh airnya juga bau besi setelah dididihin menyesal banget beli ini mengira stainless benaran zonk titik,0
kok ok ibu ke,0
bahannya tipis banget menerawang parah jahitannya juga enggak rapi ada yang sobek pula warnanya beda jauh sama yang di foto norak banget beli baju renang malah dapat kain lap menyesal puollll enggak rekomen blasss,0
seller kurang respons kecewa,0
pesanan enggak lengkap chat di balas toko bagus karyawannya rusak buat jelek citra jadinya amal deh,0
enggak lengket sama sepatu lem nya kayak ubu di repack,0
seprainya kasar banget tipis menerawang enggak nyaman dipke tidur menyesal deh beli katanya katun asli tapi kok begini enggak rekomen banget sumpah jlk kualitasnya,0
sudah di coba berbagai merek hp kadang berpungsi enggak,0
produk tidak berfungsi dapat menjangkau wifi yang hanya jarak meter saja saya kecewa,0
teko listriknya zonk plastiknya bau banget pas dipanasi enggak rekomen deh airnya juga jadi aneh rasanya menyesal banget beli ini mana cepat rusak lagi titik,0
kecewa iklannya biru orange kirimnya sirver penjual yang asal kirim saja di tanya enggak ditanggapi lagi,0
pengiriman lama banget parah,0
barang sudah diterima dalam kondisi baik tapi tidak sesuai menurut saya dipoto yang memakai orang dewasa aslinya kecil banget buat anak bayi cocoknya,0
saya pesan tiga bungkus mknan kucing merek bolt ukuran satu kilogram tetapi dikirim hanya anehnya di label pengiriman tertulis kilogram pieces lihat foto dan nama penerima alamatnya sudah benar bagaimana mungkin padahal seperti bisa dilihat dari bungkusnya saja tidak sebesar itu dapat berisi buah kilo dikomplain ada respons yang berarti dana memang dikembalikan sebagian sesuai jumlah barang tapi silakan dinilai sendiri,0
enggak kuat gendong lama bayi merosot mulu bahannya panas banget lagi jahitan juga kurang rapi menyesal beli disini huhu,0
free canister tidak dikirim payah kecewah sudah malas beli disini di sini,0
alat kopi manual ini jelek banget bahannya tipis enggak kuat pakai susah tumpah mulu hasil kopi enggak enak hambar menyesal beli rugi duit enggak rekomen,0
scanner ini parah banget menyesal beli produk beginian drivernya susah diinstal enggak support os terbaru pas dipakai scan lemot parah sering error kualitasnya juga buram enggak jelas sama sekali benaran buang duit saja enggak rekomen buat siapapun yang butuh scanner bagus zonk,0
kacamata ini jelek banget jauh dari foto iklan bahannya plastik murahan berasa ringkih gampang patah lensa nya buram bikin mata pusing dipakai lama menyesal beli enggak worth itu sama harga sangat enggak rekomen kualitas enggak bagus,0
tidak bisa pakai nelpon berdengung suara mic nya,0
blouse rufflenya zonk bahannya kasar banget jahitannya enggak rapi warnanya juga beda jauh sama foto kayak kain lap pel bikin gatel pula enggak rekomen menyesal banget beli disini buang duit saja titik,0
biasa saja toko tak mau terima pembatalan hati order disini,0
tahun saya member bata dan saat ini sangat kecewa dengan pelayanan ecommerce sungguh buruk,0
kursi pijat ini parah banget enggak sesuai iklan pijitannya lemah malah bikin sakit badan bahannya juga kayak murahan cepat rusak kyny menyesal banget sudah beli enggak rekomen,0
buckle harga ribu waktu datang kondisi sudah banyak lecet dan baretnya seller cuma mengatakan besi memang begitu nanti juga akan karena pemakaian fungsi deploynya suka ngadat sangat kecewa dengan kualitas yang tidak sebanding harganya,0
senang lihat mukenanya datang tapi jadi sedih lihat tasnya tas rusak kok dijual,0
gan saya mintanya kok dikasih tang rj nya,0
barang nya kotor banyak bintik hitam dan putih mungkin jamuran,0
pakai tonic ini rambut malah jadi lepek banget enggak ada efeknya buat ngurangin rontok sudah begitu bikin kulit kepala gatel menyesal banget beli produk ini benaran enggak rekomen,0
bikin breakout muka gue jadi kilang minyak bruntusan enggak rekomen banget buat kulit sensitif kayak aku huhuhu,0
kirim paket enggak ngotak resolusi arbiter tokopedia useless,0
tas second jahitannya enggak rapi resleting macet warnanya kayak sudah buluk sebelum dipakai benar menyesal beli disini enggak rekomen banget titik,0
parah mainan edukasi apaan nih bikin anak stres bukan pintar plastiknya ringkih gampang pecah warna norak banget enggak sesuai foto sudah begitu petunjuknya ribet meminta ampun menyesal beli enggak rekomen,0
bagian tombol ada kempot parah pabrikan tidak jaga mutu,0
bahannya tipis dan jahitannya kurang rapi,0
payah banget kain pel ini enggak nyerap air blas bahan kasar enggak worth itu bikin lantai makin kotor,0
roda inlineskate nya oblak semua enggak safety banget buat anak kecil mana lecet pas datang penjual enggak teliti menyesal beli disini bikin anak jatuh mulu,0
bahan terlalu tipis jahitan kurang kuat bisa cepat sobek,0
celana pendeknya tipis banget jaitan enggak rapi wrnanya juga beda sama yang di foto sizenya kekecilan pula padahal sudah pesan yang pulang gede menyesal banget beli disini enggak rekomen deh pokoknya bhnnya juga panas enggak nyaman dipakai bikin iritasi kulit lagi benar zonk,0
barangnya sudah sampai tapi kondisinya hancur engselnya copot bahannya juga rapuh banget buat naro perhiasan enggak aman kecewa parah rugi beli kotak perhiasan kayak begini,0
barang tidak sampai mengecewakan sekali,0
pengalaman saya beli disini disuruh apa ditulis mau buru cepat selesai kerja akhirnya jadi ceroboh,0
pengiriman lama sekali diconfirm tidak dibalas padahal online negative service,0
kecewa nih beda bentuknya sama yang mini mochi produksi sebelumnya jadi sempit kurang cantik baru,0
baru dibuka tapi bentulnya aneh kayak sudah meleleh dibekuin sendiri padahal buka dari pengiriman,0
penghitam ban nya zonk parah pakai bentar doang sudah hilang enggak ada efek sama sekali menyesal beli ini barang,0
kecewa banget sama jam ini bahan kerasa murahan enggak kokoh sama sekali dipakai baru bentar sudah lecet foto sama aslinya beda jauh enggak worth itu uangnya,0
saya order dikirim cuma karena weekend senin baru cek system sudah close ini penjual penipu ditanya tidak mau jawab padahal dia online,0
mienya zonk habis enggak sesuai ekspektasi lemonnya mana rasa kayak mie goreng biasa teksturnya lembek banget menyesal beli enggak rekomen titik,0
headset nya enggak nyala,0
seat car seat ini busanya tipis banget mana bahannya panas lagi anakku jadi rewel terus tiap pakai enggak rekomen deh menyesal banget beli jahitannya juga jelek banget enggak rapi,0
parah ringkih banget baru dipakai sminggu sudah jebol bahan enggak kuat bayi juga enggak nyaman kayaknya menyesal banget beli titik,0
kecewa beli nya pcs tetapi yang datang hanya,0
bodrex herbal boro ilangin kembung malah bikin mual baunya nyegrak banget enggak enak di perut efeknya juga enggak kerasa buang duit saja mana expirednya dekat lagi enggak rekomen titik,0
barang lama sampai tidak sesuai dengan timeline,0
papan skateboardnya tipis banget enggak kuat buat trik rodanya juga berat susah diatur bearingnya bunyi kasar berasa enggak nyaman dipakek benaran buang duit kecewa parah deh pokoknya,0
barang sangat amat jelek batre enggak bagus dan hp bisa berfungsi dengan baik padahal baru dibeli,0
reel pancing ini parah banget dipakai sebentar saja sudah macet total bunyi kretek kasar benar bahan murahan gampang rusak enggak sesuai harganya menyesal parah beli ini enggak rekomen buat siapapun buang duit asli kecewa berat enggak ada obat,0
sudah sampai tapi tutupnya pecah,0
tinta printernya boros banget baru pakai bentar sudah meminta ganti hasil printnya juga enggak konsisten kadang bagus kadang jelek banget ada garis begitu benaran menyesal beli ini buang duit doang enggak rekomen sama sekali deh tintanya cepat habis dan mahal banget,0
bajunya sangat pendek untuk ukuran baju koko padahal lebarnya seperti xl,0
produk penghitam ban ini jelek banget dipakai sebentar sudah enggak kinclong lagi bikin kecewa doang enggak rekomen samsek,0
sebenarnya barangnya ok tapi pengirimannya lama banget pesan tanggal masa sampainya,0
enggak sesuai gambar mengira kayu tau hanya kardus,0
salah kirim bisa sih diselesaikan tapi malas saja,0
pesanan tidak dikirim ada komunikasi apapun solusi pengembalian barang ataupun biaya,0
ini monopoli terburuk yang pernah ada mainnya lamaaa banget enggak seru bahannya jelek tipis gampang sobek menyesal banget buang duit beli beginian enggak rekomen,0
bau nya mengganggu,0
tas gym buset deh baru dipakai jaitan sudah jebol resleting macet parah bahan tipis banget kayak kertas enggak rekomen buat yang suka olahraga berat beli menyesal sumpah mana pengiriman lama pula zonk habis,0
tokonya tidak sportif koperatif pengalaman buruk belanja di toko ini barang cacat diajukan keluhan tapi bertanggung jawab chat lewat tokped ataupun wa tanggapannya muter doang kebanyakan basa basi padahal mau lu makan tuh uang buat istri hati dengan,0
produk ini parah banget sardennya bau amis lembek teksturnya hancur enggak jelas rasanya hambar enggak enak sama sekali menyesal banget sudah beli buang duit doang enggak rekomen sama sekali,0
kondisi barang diterima sangat rapi dan bagus kemasan plastik tebal double tetapi tidak bocor semua kuah tumpah membasahi kardus untuk pengiriman mengecewakan karena sesuai yang seharusnya maksimal tanggal maret oleh konsumen baru dikirimkan pihak sicepat dengan alasan sabtu minggu libur hari dihitung sistem kerja sunggung,0
saya tidak terima barangnya sama sekali padahal gojek instan entah salah apa toko yang jelas sudah komplain tapi by sistem diubah akhirnya dana diteruskan ke penjual aneh setelah dibantu tokopedia care ketahuan kirim rumah orang lain dan masih dalam proses pengecekan,0
subscribe spotify nya ampas banget sudah menunggu aktif seharian tetap saja enggak premium malah dapat akun yang sudah dipakai orang atau expired begini iklannya ganggu banget persis kayak yang gratisan buang duit saja beli disini enggak worth itu samsek jangan ada yang tertipu lagi ya benaran zonk,0
saling bag nya ternyata zonk jahitannya enggak rapi bahannya tipis banget kayak kresek warna di foto beda jauh sama aslinya resleting macet pula enggak rekomen deh menyesal beli disini,0
fittingnya kurang sesuai dengan apa yang diharapkan sih tapi bahannya enak lah,0
barang yang dikirim ternyata cacat produk sisi satunya lepasan tidak ada nya,0
barang sesuai dengan psn an tapi kenapa kg sudah dus nya hanya_cuma plastik,0
meja lipatnya ringkih banget baru dipakai sekali engselnya sudah mau copot enggak stabil goyang parah menyesal beli disini enggak rekomen sama sekali bagus sih di gambar doang aslinya ampas,0
sangat kecewa baru bulan scroll sudah rusak,0
aduh catokan ini jelek banget panas enggak stabil rambut jadi kering kusut bahkan gosong capek banget pakai hasil enggak lurus rugi beli enggak rekomen buat yang lain,0
sudah kesobek makanan kucing nya alot,0
enggak tahan air sama sekali dipakai bentar sudah luntur ke mana bikin mata item kayak panda padahal klaimnya waterproof kecewa banget beda jauh sama deskripsi produknya menyesal deh beli yang ini buat apa maskara kalo luntur begini,0
sudah mengikuti aturan minum yang benar eh ini badan malah makin meriang pegelnya juga enggak hilang mana baunya aneh banget lagi benar menyesal beli jamu ini zonk habis enggak rekomen titik,0
hadis enggak nyala sama sekali pas sampai sudah dicoba di beberapa laptop tetap enggak kedetek parah banget rugi doang beli ini produk,0
produk kehilangan salah satu karet sampingnya sudah di cek dalam box tapi tidak ada,0
lilinnya kecil gambar saya perlu angka yang sesuai buat nemenin lainnya,0
beli jamu ini malah meriang badan makin lemes enggak ada efek positifnya blas bikin menyesal mana mahal lagi ogah banget beli lagi kapok titik,0
order datangnya cuma sedih banget not recomended,0
menyesal pol beli cover mobil ini bahan tipis banget kena panas matahari langsung meleleh jahitan enggak rapi cepat robek sudah begitu ukurannya enggak pas lagi bikin emosi jiwa,0
sudah di hubungkan sama hp tablet tetap enggak bisa,0
barang sampai di packing rapi tapi kualitas sangat kurang saat telpn kecil suaranya padahal volume sudah maksimal pasang headset juga suka mati jika sentuh produk masih belum bisa recommend,0
visornya buram parah bikin silau malam kualitas bahan helmnya murahan banget kayak gampang pecah enggak sesuai ekspektasi menyesal beli buang duit saja,0
lama pengirimannya,0
tidak berfungsi kecewa banget,0
size bola kecil katanya ternyata barang yang datang harga masuk akal,0
blp face powder huh zonk warnanya ashy banget di kulit gue padahal sudah pilih shade yang benar minyak juga tetap nembus enggak ngaruh blas packaging ringkih baru seminggu sudah pecah enggak lagi deh beli blp menyesal banget titik,0
sudah beli enggak awet banget yang pertama rusak rel nya macet lagi eh relnya kendor mau kencang beltnya,0
tertulis dapat hadiah taunya bohong loh apa bonusnya enggak datang,0
kulkas pintu ini zonk habis baru bulan sudah rusak kompresornya servisnya lama banget enggak responsif bikin rugi makanan cepat busuk enggak rekomen beli kulkas merk ini menyesal pol,0
jaketnya tipis banget mengira tebal jahitannya enggak rapi benangnya pada keluar warna juga beda sama yang di foto menyesal beli disini enggak rekomen banget deh bikin kecewa,0
lampunya sering error padahal terhubung ke wifi saklar hidup tapi dihidupin di hp enggak mau nyala,0
hakcenya ringkih banget enggak kuat menarik benang wol tebal malah bengkok bikin emosi jiwa pas ngerajut mending beli merk lain deh menyesal puollll enggak rekomen sama sekali titik,0
aduh parah ini lipstik matte bikin bibir kering kerontang enggak nyaman banget rasanya pecah begitu warnanya juga patchy enggak rata pas dipakai menyesal parah deh sudah beli ini buang duit enggak rekomen sama sekali,0
banyak sekali game yang nge hang dan sama tapi direname munkin biar saja gamenya padahal ada stick nya error ketika effect vibrationnya harusnya dicoba dulu sebelum pengiriman,0
duh kecewa banget baju baru dipakai sekali jaitan sudah pada lepas bahan panas enggak sesuai foto benar menyesal beli disini enggak rekomen titik,0
buruk super duper kok bisa rusak dalam nya ini pasti di banting sama jne heran sudah bilang pakai yess malah reguler sedia ini dong tokopedia saya,0
lama kirimnya,0
sangat disayangkan memang ada pilihan bubble wrap dan saya beli wrapnya namun semua biskuit nya hancur rotinya kecewa seharusnya kalo sampai dikasih kotak tidak boleh hanya bahkan roti deh seperti bubuk saking hancurnya,0
enggak sesuai deskripsi susah banget pasang di mobil anakku enggak betah duduk disitu rewel terus kualitas juga jelek menyesal deh,0
airfryer zonk enggak sesuai ekspektasi masak lama banget hasil juga gosong mulu menyesal beli mana mahal lagi ampas,0
menyesal banget beli kotak perhiasan ini mengira bakal kinclong kokoh taunya ringkih gampang banget penyok catnya juga ngelupas norak habis enggak rekomen deh mending cari yang lain saja kecewa berat,0
cat airnya zonk warnanya butek kertas jadi cepat robek mana pigmennya enggak nyatu pula menyesal banget beli ini jangan tertipu deh mending cari merk lain saja yang lebih bagus,0
ini ikat pinggang kok beda banget sama foto kelihatan murahan kayak mainan anak ukuran juga enggak sesuai kekecilan buat saya menyesal banget beli zonk parah,0
kipasnya sih nyala tapi enggak ngaruh banget laptop tetap saja panas kayak oven mana berisik banget lagi suaranya ganggu konsen baterenya boros pula enggak rekomen deh menyesal beli bgsan kipas angin biasa malah benar zonk ini mah,0
menyesal beli noise cancelling zonk suara kayak kaleng rombeng bass nya ampas banget treble nya bikin sakit kuping enggak rekomen mending beli merk lain saja deh payah,0
celana jeansnya parah banget pesan size tapi kekecilan banget kayak enggak nyaman dipakai bahan kasar dan kaku jauh dari ekspektasi menyesal banget deh beli ini enggak rekomen buat yang lain,0
di kirimnya yang hidden bukan semata kaki kecewa,0
pesan apa dikirim,0
belum sebulan pemakaian lampu pada jam dan indikatornya sudah mati tidak berfungsi lagi padahal pernah jatuh atau terkena percikan air sebelum hanya bisa menyala paling lama hari setelah batre dicas penuh jadi sesuai dengan iklannya yang bertahan belasan,0
silverqueennya zonk habis rasanya beda banget sama yang biasa enggak enak kayak sudah lama kacangnya juga lembek enggak crunchy samsek menyesal beli disini enggak sesuai ekspektasi harga enggak rekomen deh benaran kecewa banget sama kualitasnya jauh dari sq yang asli,0
susah bikinnya enggak mengerti ribet packing juga kurang bahkan ada yang lecek dan robek kertasnya ya sudah lah,0
paket datang kardus penyok robek malu kalo buat kado sudah banyak yang begini kenapa tidak ada perbaikan dari mooimom,0
topi panicpop bahannya panas banget bro jahitannya juga enggak rapi benangnya pada keluar warnanya beda jauh sama yang di foto menyesal banget beli disini enggak rekomen deh mending cari toko lain saja bikin gatel pula,0
barang sampai tujuan resi nyangkut di agen kurir sempat kontak cs dan mau tanyakan ke rekannya dulu tapi sekarang tidak ada kejelasan sayang sekali untung ini murah jadi saya juga rugi amat,0
enggak sesuai ekspektasi noise cancelling nya bo ong banget bass nya cempreng batrenya boros rugi deh beli beginian enggak rekomen blas titik,0
parah rtx abal baru bulan vram jebol enggak worth itu banget harga segitu menyesal pol beli disini seller juga slow respon bikin emosi top deh,0
ken str sring error isi ribu kepotong biaya admin gede banget pl layanan enggak jls customer service slow resp bikin emosi rugi banget deh,0
dompet kulit pria ini enggak bagus sama sekali asli kecewa banget mengira dapat kulit yang tebal kokoh eh taunya tipis letoy kayak mainan jaitannya juga sudah ada yang kendor padahal baru beberapa hari pakai slot kartu enggak muat semua uang kertas juga jadi kusut rugi banget deh payah enggak rekomen sama sekali,0
chinonya tipis banget jaitan enggak rapi wrnanya juga beda sama yang di foto menyesal banget beli disini enggak rekomen deh pokoknya bikin ilfeel titik,0
kaosnya tipis banget menerawang parah jahitan enggak rapi ukuran juga enggak sesuai deskripsi menyesal banget beli disini mana pengiriman lama pula bikin emosi,0
barang cacat saya tidak suka,0
headset nya mati belum juga di pakai respon lama yang pesan warna hitam tapi datang putih,0
paket data ini lemot parah enggak kencang sama sekali browsing saja susah kuota juga cepat habis enggak sesuai deskripsi menyesal banget beli buang duit doang enggak rekomen deh kecewa berat,0
hp mati saat penggunaan pertama dan enggak mau nyala lagi,0
sendalnya keras banget enggak nyaman dipakai jalan jauh bikin lecet kaki mana solnya licin banget bahaya kalo kena air menyesal beli disini enggak rekomen,0
flashdisk otg ini parah banget kualitas fisik fungsinya mau pakai di hp atau pc susahh banget kedeteknya sudah coba berkali tetap saja enggak jelas kalo pas menyambung transfer datanya super lemot cepat panas body ringkih konektor goyangg menyesal banget deh sudah beli bikin buang duit enggak rekomen ini barang,0
